Unnamed: 0,id,name,screen_name,statuses_count,followers_count,friends_count,favourites_count,listed_count,created_at,url,lang,time_zone,location,default_profile,default_profile_image,geo_enabled,profile_image_url,profile_banner_url,profile_use_background_image,profile_background_image_url_https,profile_text_color,profile_image_url_https,profile_sidebar_border_color,profile_background_tile,profile_sidebar_fill_color,profile_background_image_url,profile_background_color,profile_link_color,utc_offset,is_translator,follow_request_sent,protected,verified,notifications,description,contributors_enabled,following,updated,isFake,timestamp,crawled_at,test_set_1,test_set_2
4954,560990422,Dana.,dananalyn,5261,451,406,5188,3,Mon Apr 23 09:50:50 +0000 2012,http://t.co/WMJ97OnfmF,en,Beijing,,,,1.0,http://pbs.twimg.com/profile_images/591925158924783616/s4luCB9d_normal.jpg,https://pbs.twimg.com/profile_banners/560990422/1429894239,1.0,https://pbs.twimg.com/profile_background_images/497048781704011777/yayRJt5w.jpeg,666666,https://pbs.twimg.com/profile_images/591925158924783616/s4luCB9d_normal.jpg,FFFFFF,1.0,252429,http://pbs.twimg.com/profile_background_images/497048781704011777/yayRJt5w.jpeg,709397,94D487,28800.0,,,,,,"Filipina. Dragons, lightsabers, memes, and sports.. And I do IT stuff. Boromir's little girl :)",,,15-03-2016 16:04,0.0,23-04-2012 11:50,01-05-2015 14:12,0.0,0.0
5252,616535986,Oscar Norton,nortongj,54,18,400,0,0,Sat Jun 23 22:27:20 +0000 2012,,en,,New Jersey,1.0,,,http://a0.twimg.com/profile_images/2952037717/8a6b8971d007acdfcf5b24c7c93bad3b_normal.jpeg,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/2952037717/8a6b8971d007acdfcf5b24c7c93bad3b_normal.jpeg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,TF_Kn,,,12-06-2013 18:38,1.0,,,,
217,1127688234,Charlene Rosales,Charlen21274441,16,16,228,1,0,Mon Jan 28 10:50:14 +0000 2013,,en,,Rochester Hills (The Hills),1.0,,,http://a0.twimg.com/profile_images/3302993013/ebaf40f3e9e9f071d3446cf83b98449d_normal.jpeg,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3302993013/ebaf40f3e9e9f071d3446cf83b98449d_normal.jpeg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,Delivring food for thought with everytweet.,,,12-06-2013 18:38,1.0,,,,
4583,16484437,Ben Barrett,ChaosSmurf,78147,1059,713,880,42,Sat Sep 27 10:46:32 +0000 2008,http://t.co/SubpjdoUlw,en,London,Glasgow,1.0,,1.0,http://pbs.twimg.com/profile_images/563944236/Huntersawesome_normal.png,,1.0,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/563944236/Huntersawesome_normal.png,C0DEED,,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,3600.0,,,,,,'The controversy machine. The upside down man. The living riddle.' Games. E-mail me $$$: therealchaossmurf at gmail dot com,,,15-03-2016 15:55,0.0,27-09-2008 12:46,01-05-2015 13:35,1.0,0.0
2953,170144297,Sergio Andrade ,F_FreSshMusic,1,14,617,0,1,Sat Jul 24 01:44:14 +0000 2010,,es,Quito,,1.0,,,http://a0.twimg.com/profile_images/2356081574/WallpapersMania_vista7-011_normal.jpg,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/2356081574/WallpapersMania_vista7-011_normal.jpg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,-18000.0,,,,,,,,,12-06-2013 18:38,1.0,,,,
5934,43897661,Cameron Sean Losoya,Cronloya,1977,124,304,461,2,Mon Jun 01 14:56:54 +0000 2009,http://t.co/FFjZhcCOKc,en,,"Nacogdoches, Tx",1.0,,1.0,http://pbs.twimg.com/profile_images/555251569289998336/9YlAIssp_normal.jpeg,https://pbs.twimg.com/profile_banners/43897661/1370527205,1.0,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/555251569289998336/9YlAIssp_normal.jpeg,C0DEED,,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,Christian Congragational Music Leader,,,15-03-2016 15:55,0.0,01-06-2009 16:56,01-05-2015 18:52,1.0,1.0
2933,128143965,Rahhul Aggarwal,Rahhul_Aggarwal,59,20,108,16,0,Wed Mar 31 06:38:35 +0000 2010,,en,Mumbai,,1.0,,1.0,http://pbs.twimg.com/profile_images/2690224879/e02e0970a2c73e39c40cfc5c07c00563_normal.jpeg,,1.0,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/2690224879/e02e0970a2c73e39c40cfc5c07c00563_normal.jpeg,C0DEED,,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,19800.0,,,,,,,,,15-03-2016 15:59,0.0,31-03-2010 08:38,02-05-2015 10:12,0.0,0.0
3556,1925081953,Caleb T.,calebthompson_,3621,370,266,5596,1,Wed Oct 02 00:07:50 +0000 2013,,en,Central Time (US & Canada),,1.0,,1.0,http://pbs.twimg.com/profile_images/582687577829810176/J9AQhZ1t_normal.jpg,https://pbs.twimg.com/profile_banners/1925081953/1429625519,1.0,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/582687577829810176/J9AQhZ1t_normal.jpg,C0DEED,,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,-18000.0,,,,,,westmoore,,,15-03-2016 16:03,0.0,02-10-2013 02:07,01-05-2015 13:30,0.0,0.0
1134,357897494,Chris Cochran,c_jcochran,381,49,189,3,1,Fri Aug 19 02:15:20 +0000 2011,,en,Central Time (US & Canada),"Dallas, Texas",1.0,,,http://pbs.twimg.com/profile_images/552633147406712832/zc-8B_Gc_normal.jpeg,https://pbs.twimg.com/profile_banners/357897494/1353175211,1.0,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/552633147406712832/zc-8B_Gc_normal.jpeg,C0DEED,,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,-18000.0,,,,,,Born and raised in Dallas. My 11 year old son and myself love golf and the Texas Rangers! Texas Education Account Manager,,,15-03-2016 16:03,0.0,19-08-2011 04:15,02-05-2015 00:52,1.0,0.0
19,617269412,Hong Woodard,woodardpsfxg,33,10,276,0,0,Sun Jun 24 16:39:15 +0000 2012,,en,,USA,1.0,,,http://a0.twimg.com/profile_images/3290012997/9d1925651def925255b9e30b3daedbe8_normal.jpeg,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3290012997/9d1925651def925255b9e30b3daedbe8_normal.jpeg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,,,,12-06-2013 18:38,1.0,,,,
4152,177963867,??`mioga?�?,theauragirl,19446,1334,1188,6524,11,Fri Aug 13 14:28:31 +0000 2010,,en,Eastern Time (US & Canada),,,,1.0,http://pbs.twimg.com/profile_images/576038533296574466/QHtAYlCh_normal.jpeg,https://pbs.twimg.com/profile_banners/177963867/1428252706,,https://abs.twimg.com/images/themes/theme17/bg.gif,FF0066,https://pbs.twimg.com/profile_images/576038533296574466/QHtAYlCh_normal.jpeg,FFFFFF,1.0,0,http://abs.twimg.com/images/themes/theme17/bg.gif,F5D2D2,F79999,-14400.0,,,,,,19 | monster4life | art-oriented | proud feminist,,,15-03-2016 16:10,0.0,13-08-2010 16:28,01-05-2015 13:39,0.0,0.0
5933,619406337,Dillon Walsh,walshspt,38,14,283,0,0,Tue Jun 26 18:48:53 +0000 2012,,en,,ATL,1.0,,,http://a0.twimg.com/profile_images/2969661325/93b0aa1bccd5dd00035e2206607be5e0_normal.jpeg,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/2969661325/93b0aa1bccd5dd00035e2206607be5e0_normal.jpeg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,This Is The Official Fan/Promote Page For @YungGwapa Jn The Movement!,,,12-06-2013 18:38,1.0,,,,
5868,1176043460,Colette Shenk,ShenkfhtColette,12,9,197,0,0,Wed Feb 13 16:48:33 +0000 2013,,en,,"Barranquilla, Atlantico",1.0,,,http://a0.twimg.com/profile_images/3266723117/ef7f64d55883e4af641ac851df315180_normal.jpeg,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3266723117/ef7f64d55883e4af641ac851df315180_normal.jpeg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,Etudiante  ic. en pre-escolar,,,12-06-2013 18:38,1.0,,,,
807,616507933,Cherlyn Lopez,lopezzp,42,19,401,0,0,Sat Jun 23 21:46:12 +0000 2012,,en,,Detroit,1.0,,,http://a0.twimg.com/profile_images/3295517075/a056b457d8b0d485214042aad2f53738_normal.jpeg,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3295517075/a056b457d8b0d485214042aad2f53738_normal.jpeg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,tryig to be a illionaire,,,12-06-2013 18:38,1.0,,,,
5817,616598289,Mallory Brewer,malloryvrnf,38,20,365,0,0,Sat Jun 23 22:05:51 +0000 2012,,en,,"Iredell, TX",1.0,,,http://a0.twimg.com/profile_images/3279275607/de18729d7fdfb862d9f6f38d385e3255_normal.jpeg,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3279275607/de18729d7fdfb862d9f6f38d385e3255_normal.jpeg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,Even old foxes are cagh in the snare. - Italian Proverb,,,12-06-2013 18:38,1.0,,,,
4518,2647632340,MAXCANTERBURY,Teixildort,457,49,47,92,0,Fri Jun 27 18:42:31 +0000 2014,,fr,,,1.0,,1.0,http://pbs.twimg.com/profile_images/591174241661407232/RRaqfbxF_normal.jpg,https://pbs.twimg.com/profile_banners/2647632340/1429781904,1.0,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/591174241661407232/RRaqfbxF_normal.jpg,C0DEED,,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,,,,15-03-2016 16:00,0.0,27-06-2014 20:42,01-05-2015 19:25,0.0,0.0
6556,616225861,Zoila Juarez,juarezmglhh,62,17,610,0,0,Sat Jun 23 15:49:50 +0000 2012,,en,,#KLEiiWEG .,1.0,,,http://a0.twimg.com/profile_images/3292526981/d72d131b6a37b89bb34d9aebd0876bf2_normal.jpeg,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3292526981/d72d131b6a37b89bb34d9aebd0876bf2_normal.jpeg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,~ #CA7A95,,,12-06-2013 18:38,1.0,,,,
6324,297808691,Jace Zipp,JuicyJace_,17362,2011,970,8480,10,Fri May 13 04:34:56 +0000 2011,http://t.co/B5JpPypevL,en,Central Time (US & Canada),SGC. 731. TN,,,1.0,http://pbs.twimg.com/profile_images/591836584065937408/iEliePWL_normal.jpg,https://pbs.twimg.com/profile_banners/297808691/1428649939,1.0,https://abs.twimg.com/images/themes/theme14/bg.gif,333333,https://pbs.twimg.com/profile_images/591836584065937408/iEliePWL_normal.jpg,EEEEEE,1.0,EFEFEF,http://abs.twimg.com/images/themes/theme14/bg.gif,131516,9999,-18000.0,,,,,,tryna make everything hype. turn uh MTSU 19,,,15-03-2016 15:57,0.0,13-05-2011 06:34,01-05-2015 19:16,0.0,0.0
2397,1175748294,Emelia Boylan,BoylantyeEmelia,23,11,205,0,0,Wed Feb 13 15:52:12 +0000 2013,,en,,"�T: -6.175461,106.721056",1.0,,,http://a0.twimg.com/profile_images/3296393687/7cac81ad6d4bc8ba6adf90859f33027e_normal.jpeg,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3296393687/7cac81ad6d4bc8ba6adf90859f33027e_normal.jpeg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,"simpe,powerfull",,,12-06-2013 18:38,1.0,,,,
4569,617733670,Barbra Kane,kanemunps,25,20,313,0,0,Mon Jun 25 03:30:29 +0000 2012,,en,,Piracicaba S/P,1.0,,,http://a0.twimg.com/profile_images/3183103491/66087ce0cd051a9ffd699fc555ed581d_normal.jpeg,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3183103491/66087ce0cd051a9ffd699fc555ed581d_normal.jpeg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,I LOVE Jstin Bieber !,,,12-06-2013 18:38,1.0,,,,
4773,284102132,Leah Marie,Jaggypie,6643,373,1716,1052,4,Mon Apr 18 16:39:54 +0000 2011,,en,Arizona,"East Bay, Cali",,,1.0,http://pbs.twimg.com/profile_images/378800000355646220/955d4320aa71b13328ad5d2bb1d7096f_normal.jpeg,https://pbs.twimg.com/profile_banners/284102132/1393310856,1.0,https://pbs.twimg.com/profile_background_images/434081136/Oakland-Athletics.jpg,0,https://pbs.twimg.com/profile_images/378800000355646220/955d4320aa71b13328ad5d2bb1d7096f_normal.jpeg,0,,BAC3C9,http://pbs.twimg.com/profile_background_images/434081136/Oakland-Athletics.jpg,E6C72E,1B6B15,-25200.0,,,,,,Just twittering about.,,,15-03-2016 15:57,0.0,18-04-2011 18:39,01-05-2015 18:14,1.0,1.0
4828,616305144,Emmett Mccall,emmettglv,49,19,507,0,0,Sat Jun 23 15:53:16 +0000 2012,,en,,UK,1.0,,,http://a0.twimg.com/profile_images/3213623649/74f1d0a4192f21d633f8e2f025e58745_normal.jpeg,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3213623649/74f1d0a4192f21d633f8e2f025e58745_normal.jpeg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,"@justinbieber I Lov You, 15 de Octubre el mejor d�a de mi vida.El d�a e cumpl� mi sue�o vi a @justinbieber y es hermoso te Amo, espero qe vuelvas a #Chile",,,12-06-2013 18:38,1.0,,,,
2383,1176173497,Marquita Ranson,RansonesaMarqui,13,11,180,0,0,Wed Feb 13 17:13:11 +0000 2013,,en,,chicago,1.0,,,http://a0.twimg.com/profile_images/3307202564/d08044d716921673cb3d0f430208a4d0_normal.jpeg,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3307202564/d08044d716921673cb3d0f430208a4d0_normal.jpeg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,.....still maing history.,,,12-06-2013 18:38,1.0,,,,
1349,714301764,cling borlas,claingclaire,11984,197,303,720,4,Tue Jul 24 13:36:50 +0000 2012,http://t.co/ZjpYZZkhmm,en,Beijing,Cebu Phils,,,1.0,http://pbs.twimg.com/profile_images/581423539909062656/OvGZ6tMn_normal.jpg,https://pbs.twimg.com/profile_banners/714301764/1418214540,1.0,https://pbs.twimg.com/profile_background_images/378800000070313688/4175404cf2d35a5afe19c1c5b45ea4e0.jpeg,333333,https://pbs.twimg.com/profile_images/581423539909062656/OvGZ6tMn_normal.jpg,0,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/378800000070313688/4175404cf2d35a5afe19c1c5b45ea4e0.jpeg,F0D630,D42FED,28800.0,,,,,,Virtual Diary ?,,,15-03-2016 16:03,0.0,24-07-2012 15:36,01-05-2015 16:57,0.0,0.0
6409,3073377942,alina,ocgrande,1251,39,22,1014,0,Wed Mar 11 18:04:38 +0000 2015,http://t.co/Rs4gQiWfWB,en,Pacific Time (US & Canada),,,,1.0,http://pbs.twimg.com/profile_images/592218274424696833/efkIIMQn_normal.jpg,https://pbs.twimg.com/profile_banners/3073377942/1430030814,,https://abs.twimg.com/images/themes/theme1/bg.png,0,https://pbs.twimg.com/profile_images/592218274424696833/efkIIMQn_normal.jpg,0,,0,http://abs.twimg.com/images/themes/theme1/bg.png,0,F5ABB5,-25200.0,,,,,,you can call me ali,,,15-03-2016 16:08,0.0,11-03-2015 19:04,02-05-2015 01:41,0.0,0.0
1815,1175971171,Lindsy Bentley,BentleyqinLinds,15,8,203,0,0,Wed Feb 13 16:33:16 +0000 2013,,en,,Las Vegas,1.0,,,http://a0.twimg.com/profile_images/3303713899/da1653dfe2ba6e6c208bae8be5a23242_normal.jpeg,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3303713899/da1653dfe2ba6e6c208bae8be5a23242_normal.jpeg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,Hey My Names Sabrina from #coventry #17rs of age! love #music #Mac #chillingout #TeamFollowBack �\_(?)_/ T?R?U?S?T?? NO1,,,12-06-2013 18:38,1.0,,,,
4345,1127578410,Fawn Gonzalez,FawnGonzalez,21,9,278,0,0,Mon Jan 28 09:57:59 +0000 2013,,en,,Prague,1.0,,,http://a0.twimg.com/profile_images/3300842827/4ad5677121b059c50efbc5f2ceafcbd5_normal.jpeg,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3300842827/4ad5677121b059c50efbc5f2ceafcbd5_normal.jpeg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,,,,12-06-2013 18:38,1.0,,,,
2416,616227895,Luther Mckinney,mckinneyqaf,61,20,537,0,0,Sat Jun 23 15:52:10 +0000 2012,,en,,"Porto Velho,Rond�nia.",1.0,,,http://a0.twimg.com/profile_images/3230159929/a2c53cd3a955fd798c74d76f13d09007_normal.jpeg,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3230159929/a2c53cd3a955fd798c74d76f13d09007_normal.jpeg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,"O amor � como o sol, sbecomo renascer.",,,12-06-2013 18:38,1.0,,,,
981,1174662523,Megan Robertson,RobertsontwnMeg,20,8,209,0,0,Wed Feb 13 09:52:53 +0000 2013,,en,,"Veracruz, Mexico",1.0,,,http://a0.twimg.com/profile_images/3305343454/9fbd8838e5525b17e530530a7aa7b358_normal.jpeg,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3305343454/9fbd8838e5525b17e530530a7aa7b358_normal.jpeg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,,,,12-06-2013 18:38,1.0,,,,
1728,1174649970,Regan Gaudette,GaudetteufsRega,16,15,225,0,0,Wed Feb 13 09:54:42 +0000 2013,,en,,Mexico,1.0,,,http://a0.twimg.com/profile_images/3305318523/5c6811cdd5f120491c5d47186757efa4_normal.jpeg,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3305318523/5c6811cdd5f120491c5d47186757efa4_normal.jpeg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,"AsesrSEO,",,,11-06-2013 17:39,1.0,,,,
6097,269193431,sivan,moschinoszjm,9105,1238,145,5376,19,Sun Mar 20 08:12:28 +0000 2011,,en,Eastern Time (US & Canada),,,,1.0,http://pbs.twimg.com/profile_images/594029573517365248/QbEQr017_normal.jpg,https://pbs.twimg.com/profile_banners/269193431/1430462757,1.0,https://pbs.twimg.com/profile_background_images/445013576965578752/9mA0aetF.jpeg,333333,https://pbs.twimg.com/profile_images/594029573517365248/QbEQr017_normal.jpg,FFFFFF,,DDEEF6,http://pbs.twimg.com/profile_background_images/445013576965578752/9mA0aetF.jpeg,FFFFFF,1C181C,-14400.0,,,,,,blood type: gold,,,15-03-2016 15:59,0.0,20-03-2011 09:12,01-05-2015 17:27,1.0,0.0
5364,1127183491,Gilbert Fowler,GilbertFowler,25,12,260,0,0,Mon Jan 28 06:21:55 +0000 2013,,en,,singapore,1.0,,,http://a0.twimg.com/profile_images/3302127913/5cfe02200cfd9d61ddcefe21ffd635fc_normal.jpeg,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3302127913/5cfe02200cfd9d61ddcefe21ffd635fc_normal.jpeg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,Download Full M3 Abums for Free!,,,11-06-2013 17:39,1.0,,,,
605,308119946,Predrag Vasiljevic,PVasiljevic,71433,927,862,12433,46,Mon May 30 21:25:03 +0000 2011,http://t.co/1nXROWxg0I,en,Belgrade,-,,,,http://pbs.twimg.com/profile_images/578595303567278080/rEhx6U7-_normal.jpeg,https://pbs.twimg.com/profile_banners/308119946/1348349147,,https://abs.twimg.com/images/themes/theme9/bg.gif,666666,https://pbs.twimg.com/profile_images/578595303567278080/rEhx6U7-_normal.jpeg,FFFFFF,,252429,http://abs.twimg.com/images/themes/theme9/bg.gif,34363D,052D94,7200.0,,,,,,"Ind. Designer, hobbyist, modeler, photographer, likes scubadiving, fencing and debating the quality of handcuffs in sex stores.http://t.co/GEHFSlMD8z",,,15-03-2016 15:59,0.0,30-05-2011 23:25,01-05-2015 20:06,1.0,1.0
3366,469739735,Damon Gochneaur,DamonGochneaur,14542,1029,552,14512,73,Fri Jan 20 22:57:32 +0000 2012,http://t.co/uEiXkz6ela,en,Central Time (US & Canada),"Dallas, TX",,,1.0,http://pbs.twimg.com/profile_images/477885866417721345/vmqrTzBH_normal.jpeg,https://pbs.twimg.com/profile_banners/469739735/1411708492,1.0,https://abs.twimg.com/images/themes/theme15/bg.png,333333,https://pbs.twimg.com/profile_images/477885866417721345/vmqrTzBH_normal.jpeg,A8C7F7,,C0DFEC,http://abs.twimg.com/images/themes/theme15/bg.png,22330,0084B4,-18000.0,,,,,,"Husband, Father, Renaissance Man. #UNT alum, #SEO #PPC addict, co-host @NotProvidedShow - crave #bacon #whiskey #futbol - the #beard",,,15-03-2016 15:55,0.0,20-01-2012 23:57,02-05-2015 12:07,1.0,0.0
5471,1174429087,Ciara Mccready,MccreadyephCiar,24,6,196,0,0,Wed Feb 13 08:36:38 +0000 2013,,en,,everywhere,1.0,,,http://a0.twimg.com/profile_images/3257887917/78881843b4344115178ac2253a94a856_normal.jpeg,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3257887917/78881843b4344115178ac2253a94a856_normal.jpeg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,"im pretty cool(: my names ash, im on the left in my pic:3 my favorite colors purple, i like mokys, im addicted to coffee and arizona tea!!! talk to me?(:",,,12-06-2013 18:38,1.0,,,,
4290,283036840,Minnie,crxwnxfthxrns,102429,777,88,3836,8,Sat Apr 16 12:54:11 +0000 2011,http://t.co/Lh71uDkqBW,en,Pacific Time (US & Canada),second star to the right,,,1.0,http://pbs.twimg.com/profile_images/591845164798185472/S5U2gaSI_normal.jpg,https://pbs.twimg.com/profile_banners/283036840/1418409148,1.0,https://abs.twimg.com/images/themes/theme18/bg.gif,333333,https://pbs.twimg.com/profile_images/591845164798185472/S5U2gaSI_normal.jpg,EEEEEE,,F6F6F6,http://abs.twimg.com/images/themes/theme18/bg.gif,ACDED6,BFA0BA,-25200.0,,,,,,Are you gonna be real embarrassed when a motherfucker wearing mascara knocks your fucking fake ass out right now,,,15-03-2016 16:03,0.0,16-04-2011 14:54,01-05-2015 18:12,1.0,0.0
5958,1176070208,Kimber Agan,AganvxqKimber,21,9,210,0,0,Wed Feb 13 16:53:25 +0000 2013,,en,,Portsmouth,1.0,,,http://a0.twimg.com/profile_images/3307564543/61f531e46a446b8e4e1fb5e01ca9d46c_normal.jpeg,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3307564543/61f531e46a446b8e4e1fb5e01ca9d46c_normal.jpeg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,,,,12-06-2013 18:38,1.0,,,,
2469,1036231855,Nickkkkkkkkk�,ravens6576,201200,5471,910,1061,25,Wed Dec 26 03:44:50 +0000 2012,,en,Arizona,FL,,,1.0,http://pbs.twimg.com/profile_images/592766862276059137/c9Vb1ymL_normal.png,https://pbs.twimg.com/profile_banners/1036231855/1429825825,1.0,https://pbs.twimg.com/profile_background_images/459436250491936768/mQeCuRM7.jpeg,333333,https://pbs.twimg.com/profile_images/592766862276059137/c9Vb1ymL_normal.png,0,1.0,DDEEF6,http://pbs.twimg.com/profile_background_images/459436250491936768/mQeCuRM7.jpeg,AF22D6,E83C10,-25200.0,,,,,,Nick (16) General Manager for @OfficialXGN | DIE HARD @Ravens FAN,,,15-03-2016 16:09,0.0,26-12-2012 04:44,01-05-2015 22:18,0.0,0.0
3655,85058609,ingrid christine,grats22,850,41,112,115,2,Sun Oct 25 11:01:59 +0000 2009,,en,Alaska,phillipines,,,1.0,http://pbs.twimg.com/profile_images/344513261581206718/ad6c98a00a1b8e0ed111f044eef199b3_normal.jpeg,https://pbs.twimg.com/profile_banners/85058609/1407817490,1.0,https://abs.twimg.com/images/themes/theme5/bg.gif,3E4415,https://pbs.twimg.com/profile_images/344513261581206718/ad6c98a00a1b8e0ed111f044eef199b3_normal.jpeg,829D5E,,99CC33,http://abs.twimg.com/images/themes/theme5/bg.gif,352726,D02B55,-28800.0,,,,,,me,,,15-03-2016 16:05,0.0,25-10-2009 12:01,02-05-2015 02:57,0.0,0.0
12,618145336,Irmgard Meyer,irmgardmeyer,31,8,259,0,0,Mon Jun 25 14:32:49 +0000 2012,,en,,Singapore,1.0,,,http://a0.twimg.com/profile_images/3001282838/061c8fc5c3576cf9ede9bfa30de83b08_normal.jpeg,,1.0,https://si0.twimg.com/images/themes/theme1/bg.png,333333,https://si0.twimg.com/profile_images/3001282838/061c8fc5c3576cf9ede9bfa30de83b08_normal.jpeg,C0DEED,,DDEEF6,http://a0.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,E&I and MIS at @SFUBedie; on Exchange at @NUSingapore | Advisor SIFEsimonfraser | @SFU Vancouver BC | Lifeguard | #BCLions and #redwings fan,,,12-06-2013 18:38,1.0,,,,
